united_states_court_of_appeals_for_the_district_of_columbia_circuit/documents/00715bb44c7f75c3.xml	It is a well-established rule that a party suing to vindicate such rights need not make a showing that the agency would have acted differently.
united_states_court_of_appeals_for_the_district_of_columbia_circuit/documents/00d77b32b42729cc.xml	It is a well-established rule of statutory construction that "when Congress includes particular language in one section of a statute but omits it in another section of the same Act, it is generally presumed that Congress acts intentionally and purposely in the disparate inclusion or exclusion."
united_states_court_of_appeals_for_the_district_of_columbia_circuit/documents/0171d6b0b3751b1f.xml	It is well-settled that "mere possession of a gun at the time that the crime is committed is not enough to establish use."
united_states_court_of_appeals_for_the_district_of_columbia_circuit/documents/01d31d65076a8766.xml	It is well established that "[m]ore than one appropriate bargaining unit logically can be defined in any particular factual setting."
united_states_court_of_appeals_for_the_district_of_columbia_circuit/documents/03631a36ec500021.xml	It is well established that challenges to jury instructions are subject to the harmless error rule.
united_states_court_of_appeals_for_the_district_of_columbia_circuit/documents/039f37ceefea8579.xml	It is well-established that "`a person has been "seized" within the meaning of the Fourth Amendment only if, in view of all the circumstances surrounding the incident, a reasonable person would have believed that he was not free to leave.'"
united_states_court_of_appeals_for_the_district_of_columbia_circuit/documents/0550240b2757e20a.xml	It is well settled that statements by opponents of legislation are entitled to little weight.
united_states_court_of_appeals_for_the_district_of_columbia_circuit/documents/05dcce1a3955012c.xml	It is well established that evidence concerning toxic effects on mammals is probative of dangers to man.
united_states_court_of_appeals_for_the_district_of_columbia_circuit/documents/064df3626a54d983.xml	It is well established that visual detection of evidence does not constitute a "search" within the meaning of the Fourth Amendment.
united_states_court_of_appeals_for_the_district_of_columbia_circuit/documents/07134fb61735963a.xml	It is well-established that to have standing a party must allege an injury that "`fairly can be traced to the challenged action' and `is likely to be redressed by a favorable decision.'"
united_states_court_of_appeals_for_the_district_of_columbia_circuit/documents/084b86d5044b2407.xml	It is well established that a claimant has no right "to have [per se contraband] returned to him."
united_states_court_of_appeals_for_the_district_of_columbia_circuit/documents/0a571f75833fd8ea.xml	It is well established that the exact result reached after a notice and comment rulemaking need not be set out in the initial notice for the notice to be sufficient.
united_states_court_of_appeals_for_the_district_of_columbia_circuit/documents/0b1b9b6507d983a1.xml	It is well settled that a memorandum satisfying the Statute may be made before the contract is concluded.
united_states_court_of_appeals_for_the_district_of_columbia_circuit/documents/0b479eaaa77a09cb.xml	It is well settled that a bailee may limit his liability for goods deposited with him, except for gross negligence, willful act, or fraud.
united_states_court_of_appeals_for_the_district_of_columbia_circuit/documents/0bfb933b5eabd5c3.xml	It is well settled that questions of statutory interpretation "are for the courts to resolve, giving appropriate NLRB v. Hearst, 322 U.S. 111 , 130-31 , 64 S.Ct.
united_states_court_of_appeals_for_the_district_of_columbia_circuit/documents/0c8c8ba039b0560a.xml	It is well-established that trial judges may question witnesses.
united_states_court_of_appeals_for_the_district_of_columbia_circuit/documents/0c8c8ba039b0560a.xml	It is well-established that passengers traveling in a car in which they have no possessory interest have no legitimate expectation of privacy vis-a-vis a search of the car itself.
